month,id,number_of_entrances
2016-10-31,12dfb1dc716ec0326e269c147d44468b,86
2016-10-31,33e8b93db80b1e899e1d08039601fd47,11
2016-10-31,eab05613a09f24f7f7b49072b9af6ea6,12
2016-10-31,d500b576a91f89f20648cf1bef0820fc,35
2016-10-31,7ca2272514a8462205a6c600aecdf138,32
2016-10-31,a1ed9e4e9693eedadaefbbe2acac6aa0,302
2016-10-31,0062cfbcb27f13554b51e1ab50655bff,35
2016-10-31,b6091bef5c24e44701cad3708039dacf,1
2016-10-31,fbc10e4f53154bc365740862228e3b3e,10
2016-10-31,cf21799b65ed4ba4581d475d50cfe265,18
2016-10-31,a89f19d4732bfaa81a5d2f90ebc3924e,91
2016-10-31,bbe3aac843422dc349ecfa4bd01f47e2,22
2016-10-31,b5c2ef5ce63f78afe4df60cd9da87fe5,33
2016-10-31,2a356711724d714bfbf0a74541b7ed80,7
2016-10-31,3ca9497da7aa6c039d850fb4c3118745,4
2016-10-31,a8b380400dbfb83bbf46df820043ce72,13
2016-10-31,1b54e64e9cab1ff47fff4d88c7bb2146,10
2016-10-31,00e17bcb0a029992682cfcb1bb056646,4
2016-10-31,7d1dbb48ac352b0feaba1720af73ab42,45
2016-10-31,8e50b0568c3c966febe6c3e0bbfe3a92,4
2016-10-31,c6043cf5b353dfdd499ce0dab72a8cb1,40
2016-10-31,8fab9f858d00f4eea22b3c0f57e89ae4,1
2016-10-31,20771e033f2ab043775049aa25750b0b,9
2016-10-31,9de721212a28d34fe2a8f58a5da2f3f5,1
2016-10-31,58a45dd9ca151f27f7413f03f38704a3,3
2016-10-31,677a19f4d295468c8b87d3d5219e6755,3
2016-10-31,a3edf9a36eb0ebe74905163537071558,2
2016-10-31,7d44999a59b1dbb58e6fec227973e01d,300
2016-10-31,e2fdf4fcb2c7b0bf7b9fe894af4cbd4a,19
2016-10-31,b30a0a5ee3b137d3da232bf953187302,8
2016-10-31,1836ae254d45ba090f0d13217771c0e1,7
2016-10-31,b41e41944d6d50061d624551240e4316,18
2016-10-31,2396582f1096cca2bf3e18b89b47e91c,2
2016-10-31,1f01faa0e5f8451307992f90284d5aab,8
2016-10-31,c6714eafa9d62574630697fd458cc54b,5
2016-10-31,a7924e7136644d40a02085de70b0f9ef,44
2016-10-31,2f9290ea29f26769c88d0e483ade657c,1
2016-10-31,7c0e050156e3e44a234b475798a442f1,107
2016-10-31,271ce35af412ca9cda6b1401220a760e,5
2016-10-31,a97eae062ea6d072ffe7a23c0b36bddc,71
2016-10-31,bf8b99bf14152de6828358687c0f9eeb,17
2016-10-31,ad9045ae655ebd3047daa370e5d843c6,1
2016-10-31,d0398e74a8659c174c9832045cd337dc,11
2016-10-31,4e498caf311132e82bc99be2458729fc,21
2016-10-31,32fccc1d4a4ea4b3b980269d60e1549f,5
2016-10-31,0efca91c70eeb65417e210608e487831,4
2016-10-31,c1df6d9249b98c634a982368b5aa235e,11
2016-10-31,849faf8617d7998979d7df80a044d7a7,21
2016-10-31,2aad351ca23fcef764670174cfc04f07,5
2016-10-31,66b03973ed6d9f06b54c4df7eb15b7c1,57
2016-10-31,c2a595cc773ebc1f9009972e6c964a75,37
2016-10-31,52cac12673e04bd005af2ab05aa8cb3d,15
2016-10-31,e4ff6f23ea113896a44807b2f4e10fe0,1
2016-10-31,e5dce1071f623353d1bf4b61c13587a4,2
2016-10-31,d6d6b3b3f4316a5f3977dda3e86179d3,2
2016-10-31,c7faa2499ae9d9dc2a4793b0938184b6,43
2016-10-31,ec3fbad0fe28bed51a83df1abd023a0b,137
2016-10-31,3d28e575a38cf2269c38746aa1ae3739,6
2016-10-31,8bc684cf5beac50c8ed1543cfcd1fa20,21
2016-10-31,2dbc08b3e0ea71da4627dc60800ebbb0,10
2016-10-31,922e148c528c056416e7045700c85f8c,5
2016-10-31,90eb7737d049141e5b7a969d29aff832,36
2016-10-31,341277e687a59ba59ef9738a4208f87b,30
2016-10-31,bb95ae3cc2424947da955461db9e4559,56
2016-10-31,0fe6ec8f93f40cfdac15abdc0bb6bf50,65
2016-10-31,5ad9476b9755337f65154d9a088a7c6e,17
2016-10-31,c78394a22ae1d50975ba2aba8393e7a1,44
2016-10-31,6c10819483672727b51fa5207892735a,9
2016-10-31,0e81142391024dc93e4d6196c6266dd7,13
2016-10-31,80834a27900928efd7eed5b9403a720e,1
2016-10-31,1848256bf9a22a704e45f5643a38ef67,95
2016-10-31,c9318b16524f5be0255467e6227f2409,1
2016-10-31,8dae58a70870ae95424baeda1d323573,3
2016-10-31,619892662aefbb3da3e288cd325642d8,1
2016-10-31,c0bc5fbb5280c433f27d665577fbeed6,1
2016-10-31,6f47abf0bc76092dc25731994d09e9b3,11
2016-10-31,f16242148abc6dfd7e47deee1acc37ee,16
2016-10-31,13c2bc04e56de8cde09a823ec687cdd0,6
2016-10-31,b859313d60a7d14c69d8741b26b9bba0,27
2016-10-31,ce3804d3f7516f7ec6e167bcfcdf324f,3
2016-10-31,1483a40dd25ff1ad02f14f9e970576f1,2
2016-10-31,93df0a9abf9b70384faa78a9310aae99,117
2016-10-31,ea9b894997f214c42bb34d48a6d6a869,4
2016-10-31,2ef709516edda649974542a776f9eae0,18
2016-10-31,40f4ae2daeb136fb8e8ce3ce9e35d1a1,3
2016-10-31,9160a8a2abe0a3019e14373e631c3efd,26
2016-10-31,03f68cbe01ebdc38ac75c027a69f6abb,6
2016-10-31,ab2c92b4f91e5be700427af4fd585d82,14
2016-10-31,8646929660a314bccf2f2cc3c150796f,174
2016-10-31,f1861739913ba66054fbd0ee264e4015,99
2016-10-31,14bf91cde101dcf126ec7c3beb619bda,101
2016-10-31,0b41dfae2165f76374997427f372e1ca,33
2016-10-31,4e7b9d0d3dbe58171a90892474d26756,4
2016-10-31,8a84e2de09fc3ff4f5001be19205d286,7
2016-10-31,7002ecb754835c13ac6a9c296f515829,19
2016-10-31,527c6ee863855ec6069ef15c125beefc,3
2016-10-31,7ce2aec1be7e81f7f9cc883366c425fe,7
2016-10-31,951c4eafef9305bae798a1ed206781b3,1
2016-10-31,4739796141194e8f5c3591b107e1a920,11
2016-10-31,51f9147413e52e1384a16eebd09fc634,4
2016-10-31,4721e2c45a4b8afafe60d2d881aa5f22,2
2016-10-31,4653d27be6dfea9e0b324332659c63f4,5
2016-10-31,51a048d679c062975490c24a7de4a131,6
2016-10-31,5120fef3b53a2a44c32e56235b1add28,163
2016-10-31,94d6eb76a4e7a6e9ec5c325a8af64df1,4
2016-10-31,c9ad4c99ece9f4895c1b42c1e5ebdc27,20
2016-10-31,c7bd75806f1602a8d9af9a12cfa7245e,13
2016-10-31,bf40f1f1364689f01b185968cb3a168d,112
2016-10-31,f14b4a43cc0720b013f38914c13750a9,16
2016-10-31,f194f62a578716fc1d78f0c6b89e3b56,60
2016-10-31,60745fa8bb870ebcb680d3e880d11cd5,128
2016-10-31,30895ca2e98c19ba37ba130629356d65,22
2016-10-31,828aa5e9e37381cfb7700beb6165314e,7
2016-10-31,a9fbcb3bc1c298ca4e2d2721ef598129,85
2016-10-31,688326d9492e237d68079086342c5688,69
2016-10-31,30cebbad32507fe9015f3926c92ac0f1,3
2016-10-31,dd3d69e3a8618e38eca567557a591d67,55
2016-10-31,cb129902453e5100d7618f130108c9a9,5
2016-10-31,e5c08e74d024363d5b8bcd7790372b64,10
2016-10-31,adf1a85596664d6c2f62b6f795f5d1bb,3
2016-10-31,4bd22ae90fedf2eda3ef0a4980d3c111,4
2016-10-31,4c35368f622514c5f01670461301b8c0,17
2016-10-31,92def31cd86a1e180e1b0eb6f9d86cec,4
2016-10-31,ffdc4c75e2d7eb739f45b674eb9d0556,2
2016-10-31,481efe22361cbea2b021839746075921,14
2016-10-31,633f31e9aa22f0e0917b11b76715d041,78
2016-10-31,c1eabd3761f30d3bbe694e75d99d7cae,24
2016-10-31,b34c05f1f196e77aa67ab208ba63640f,31
2016-10-31,5ec042926595d291ae8cbc7114214942,5
2016-10-31,4e0be7a68c6c9101d0c8d31b6823e0ef,2
2016-10-31,b5029101759c68c35107db56f77553c2,1
2016-10-31,d360c9f0e3802a8d42e34a3e0a2dc789,6
2016-10-31,ab95bc1663c20d85df4d247f58736d95,1
2016-10-31,365c464e82f305136be8e173a2853058,5
2016-10-31,73c0bc390a1b31671271cc92b31cbe1b,1
2016-10-31,8d36109f80f0d62cf5a58388dd34e78f,17
2016-10-31,9bdbeb1bdf9a3df5139855c052e08ffa,21
2016-10-31,b507b9443fe707ffad9f9bd31118f362,22
2016-10-31,dfae7790f9d59304ac8035c2b7a3475c,34
2016-10-31,8f77f902544bfd6831db65c22c7f20a4,8
2016-10-31,9ac92dc9f65cea2bb9a33be16c40a61c,4
2016-10-31,e4281ed1d83eb2c5daafe77e8bcc6f71,53
2016-10-31,d9a686526c5ca9acbc7025e690123b51,6
2016-10-31,dc529d88d9c44a559e58f5bfd0d0e21b,8
2016-10-31,d9fce2dc79f77ada16452719263b1741,3
2016-10-31,1cd34b2494da0dc1361a16d7c790aeb2,2
2016-10-31,16cf9534c993d0dd716490a2fbca7c6f,2
2016-10-31,9acea41e2b5c21ba769189aec0186f21,2
2016-10-31,bab53843f37ae435abc72007536f256b,1
2016-10-31,9ddbb86366db234f95242f9bbc471ab1,3
2016-10-31,ff873f73d3482d8fb4d7b2bb126afdb7,46
2016-10-31,1263861ac808ab4d3720f872c4de06cb,8
2016-10-31,6c40ac0d1d3b1ad14d9472e52e5477a1,8
2016-10-31,5238dbbe4500de3d84c6b5797c75b345,6
2016-10-31,585ffb8f1358ea74411402e1de867c49,6
2016-10-31,6a03b574a0c4a228267455e24cc8d02b,21
2016-10-31,3692f410112068e15bfd46923dc20936,4
2016-10-31,f43fffa086d5055bbc4aecebddbc4193,5
2016-10-31,796a915b984b00176bb6f6a85173b296,55
2016-10-31,6312b26a2e413127a15848604a24982c,1
2016-10-31,a720629901e2b97b20e8ca463b039870,5
2016-10-31,dcbb732981b3ec84a3631b643dd4a9d5,292
2016-10-31,14086ec39d78eae929fe3357ba5a265f,13
2016-10-31,835810b3e18662b6706eaded612ca87c,2
2016-10-31,6c72da06069719bf4b63a0becfb384f8,2
2016-10-31,94b83f5931af2516c9f407effe73765a,15
2016-10-31,e6fe59ce102f86a63cd6092b179589b3,122
2016-10-31,dd2b252a63fe4e0c597376ea98652317,10
2016-10-31,c8524ec97e7385fe1243fc1a98d82145,18
2016-10-31,8394c045a05c421e47a67f10b604f062,13
2016-10-31,bd1717d05336a0bb58967aa17d8f8068,46
2016-10-31,70130054a797b323bcbdf17b041ed9d9,2
2016-10-31,457a4e46551a14fd5c800e4b483d69e1,27
2016-10-31,2a5fda556c48322506edc95396a8bc65,17
2016-10-31,1df096854fa846884a1ebb2fe2baaac1,132
2016-10-31,823ff0822a53c669c74297c995e124e4,26
2016-10-31,1e09896c09181d44bcde78279545c22b,8
2016-10-31,902c4d537f6ad0c1cb03464a21756d2d,1
2016-10-31,c6c670b142fdfed759849d3ec0001997,11
2016-10-31,7cd936a6c2ec5107afaa58c1eadbcf03,226
2016-10-31,1cda6c7ffb0606fc0958279dc0a9796c,3
2016-10-31,e92e130aa93efd23b14d6b7391b1ecb4,10
2016-10-31,aa1192c107eabc983cc579a1fec56fa5,12
2016-10-31,eb3a9a6e6bab9057a26108ee06222832,8
2016-10-31,454a4e00d9c03fc3e03b0b3b2154cb22,91
2016-10-31,3d76416e4122083e2a5d2b12b55fa8e0,11
2016-10-31,505e05fdd757980c6778cb3248769bef,7
2016-10-31,5d7ef802bd7009156c02c601eebd206b,2
2016-10-31,da1118add8fb16216073f1b2777d96c5,20
2016-10-31,302fde4d0a5ae51e4ec07f8bf2929709,31
2016-10-31,5ddeaf0078a773582631fe525366d147,8
2016-10-31,1012cef5c002def8752e96c6639082f6,9
2016-10-31,c5f5256697501ff7d729396bc69d74d7,183
2016-10-31,ab96641ed886063aa02fa433d0dd0233,579
2016-10-31,00e8dcd381bda2c69ef02b2e48524cba,1
2016-10-31,abd75c11f4c00974d3fa09f181581401,23
2016-10-31,7606d3e3d149fae8ce51afb8e5a2937b,5
2016-10-31,dec7dbeea8c170ca191017c923faa2a8,6
2016-10-31,c40e111444e2a6b98c6c9e3c27d48cbe,2
2016-10-31,c1d38e3099c68ba8d0842f6f733b9cc4,20
2016-10-31,cae2bfb90cdeae35cea79e639622c9af,17
2016-10-31,adf0662905d34324e22f3b0412492115,10
2016-10-31,c21cda76a6424b92163ffb2ffda9c518,5
2016-10-31,7c4d539ef7dbe6a9f1fd273108ce442a,4
2016-10-31,1b761cc833b6f3a2af4c4de747cd147d,23
2016-10-31,246d2f74e7c3bc3ee69018ca50c5e75d,7
2016-10-31,24779e7c55c53aa1c6066ff6d1599815,49
2016-10-31,cc69f8dfe31956645b20f8a422048cb9,28
2016-10-31,129ff235310a5cd749f58333e8fe9e0b,11
2016-10-31,e1c634ad9e037fff92037c8dfc521d9b,47
2016-10-31,ecb1304c4f35a148af43ca0c78be10a5,4
2016-10-31,e9c977f7236515df59b99c919842a733,81
2016-10-31,8d7669080a01389ea4d79c2fb983bc72,20
2016-10-31,4117660ef8f2fe768d36e9e6d8511fd6,1
2016-10-31,901b44458065824dc950fa4aed170762,45
2016-10-31,7a0011959937cdbab46c0f89f77ee656,7
2016-10-31,7b2991776e67f72efcb423c665e83ef2,14
2016-10-31,2c591a9794db22e1038600734736ee95,19
2016-10-31,2d63fd8c3e6a42b35efaea754656c7fc,8
2016-10-31,47c6a2ed35bf9a207d7e598b2d99be83,1
2016-10-31,19bef3c870af47fcd82857fe44ad630a,5
2016-10-31,05e8280235b02dab41555a4e9d2ba77c,26
2016-10-31,99d3f667252a8bd9b42f29ee7ceecd9a,10
2016-10-31,f1ccab6eeaa5221ee6f063ed9bedb1a9,20
2016-10-31,5e58baaf45a13c33997f26a4048ac509,8
2016-10-31,ed96a6b9c1c264d7339f1cb7253d5aab,12
2016-10-31,09ae1e9daca53d834e585191fbfebae7,85
2016-10-31,df3de23f34b0c5dd6216f430b541c0be,46
2016-10-31,211f686416b700022370ed30f3121417,9
2016-10-31,9e500971761f485e236e41e6daf183d9,25
2016-10-31,d9f5698cf96cbfad49449a66f236a43c,2
2016-10-31,b2cf87d160c0688d10bdaabc01df0c27,17
2016-10-31,84fe02eea563d11b3b332098fe79be64,7
2016-10-31,372b66b7ca230b3140e0bbecf7a969fa,39
2016-10-31,1e71218d49a5b4113e21f9cabc6b8f61,10
2016-10-31,5690d2e03bc3893f0844041ab6d8524f,1
2016-10-31,fdaf1a3b433f3a51eaca2f171c32954a,7
2016-10-31,21ee7e76c1d0fbd2157266de794a6a8f,2
2016-10-31,8bf7995af35329436aa558417d9572ca,9
2016-10-31,f4957572408c1e14df6bdfe066718e7c,16
2016-10-31,0c0d227fd6c45b32bc75f4bc7acd197e,11
2016-10-31,1420bc1db53f689c5ed9f11607dc4c0b,10
2016-10-31,dd400865d272002fb9fdb0ec8f7180a8,2
2016-10-31,6d1213cc98aee58254a005d624ddaa1f,39
2016-10-31,d026f6f050c542ab99cd796f0236f01d,21
2016-10-31,647da6cbf61c28168a9a701556fb9703,4
2016-10-31,4e37247708b4bd72759604c72c38aa81,4
2016-10-31,33b47c013cf677893a3e6c7e3402ea49,1
2016-10-31,665e74ef22d8452be784b3d9de88d6f1,10
2016-10-31,e6b0dbb92bcc301520ee45ba001a4cb7,7
2016-10-31,879681470376e7bdca43f877d387a16f,8
2016-10-31,79a74d2020c75d9e3c591797c3ad8571,33
2016-10-31,73b8d87dca769de30ee7903b9a389e47,4
2016-10-31,770f74180410133c70ed598191e2ba72,1
2016-10-31,7892b276cef0ba94f16f98388897ac20,24
2016-10-31,35c5f0a4927576e11f5ac5ca86580265,1
2016-10-31,ba9e6f70d5ac03255720c28641963e77,2
2016-10-31,86c9183e783de853b7bad4fcaf18b8ff,1
2016-10-31,27e0b7f567a1d3e862c3b9e188a5bd77,9
2016-10-31,9a922560a2ba5aeeea53f0f72fddf2d5,23
2016-10-31,6aa82c4a41cdc40ccdbceb9457d43e6c,71
2016-10-31,d6a85409c6b07272346500aeeabf1872,23
2016-10-31,168ff4b8e522a8c11a89bd327f7c45d7,1
2016-10-31,b71f0f3f5ac34936d3a5b46a31caf492,3
2016-10-31,f818c8ca1817e94854205f7ad73ca368,1
2016-10-31,3a3498a1035dc9157b75a1dde17c4ef9,2
2016-10-31,d2e082078dfb857e4c86dff469c8d2ee,2
2016-10-31,70c4352d6f541183fb113d044ea0900a,1
2016-10-31,d9fe2ac601b1b65cfed5302db26e76ff,77
2016-10-31,cd9a14b8b99bafd2c842bb2da165a78b,3
2016-10-31,c5260d6b9b103d45566cb3cb2d6405f5,14
2016-10-31,f5ec3bf2bf3da928fac76c6e18ca0c23,12
2016-10-31,b70bbff99844d294cb8122db035c7d8d,14
2016-10-31,bf9377ca5bef894537f94b092659e271,15
2016-10-31,bd98a2d7f34e8d2b850bd6df2cfecbd5,1
2016-10-31,f188d6f7064ff4f43d1e8afd5b07982c,3
2016-10-31,3414c8aba119b291594c90aaad3e6563,15
2016-10-31,1d6eefebd6529fad668aae9b46f2c9c2,95
2016-10-31,3ba75492662244b0477988800756639f,55
2016-10-31,b84311904e4b50c2280100cdc7aa4f6b,1
2016-10-31,65592eee34fe02c3a23ef30d0e4db8d6,8
2016-10-31,d412c9d8e50d0e54e5105a0fff4346ed,14
2016-10-31,a0214e645835e5f1daa9f8374adcf278,22
2016-10-31,991dc440ded3d814cb4dbd43d1210695,53
2016-10-31,a309fd3d048e83659084285d506f8b69,14
2016-10-31,04f8a2e7501503017282e818b7bcb94c,18
2016-10-31,4ce3b8d4426c7801e5326813621db0e7,5
2016-10-31,028070084237fb7f8b5dcb16a5275df4,4
2016-10-31,137af627896f54c7ad29952d878c9bdb,2
2016-10-31,f617819bd9063eabe413308024e9aaac,25
2016-10-31,96c552ba8a4c52266ef10f1c9d3c6cfa,1
2016-10-31,2d8d5bf1792e5f2ccd91f6d8d5cc5aac,125
2016-10-31,86671d0e01636ac530e5de90e734fed9,51
2016-10-31,06ef7f2f26569af7bd792f8f4548ce2f,52
2016-10-31,f4ffe15851801769ffca87601bdda302,23
2016-10-31,3c0d9f6ebdd6b115af4d889ded57af99,29
2016-10-31,74e384e38bf3b3cb9146565608b354a0,28
2016-10-31,ebf69898f4fe88eb4612e762e35ba68a,5
2016-10-31,3148b0165ee00dd939aef1b761a6d8ea,72
2016-10-31,28d6998a9861ebc5690cfe98c1371bcd,2
2016-10-31,039b4ffe1d90818b8406f7cb538ff05d,2
2016-10-31,dfbd2a9cf22d2fa7d7676d146b20f2a0,36
2016-10-31,511cb2962436493763f8a3190558cb43,12
2016-10-31,a43729ca4c82aac44325aad4bd733b52,42
2016-10-31,349a273613b01af0b44a2e3b27e19e75,310
2016-10-31,c5a357d2e4de8bd5900691a714c2566c,7
2016-10-31,bcdd0f9fa3f059011306436462794a32,1
2016-10-31,c2125dfd5470d70d192b832dc33931b4,15
2016-10-31,8e2d5da2df3145549574fe5324162757,11
2016-10-31,70856ca22b58de19b565f8737d3c83ee,19
2016-10-31,cfbe6d705cf31a670017c0ae396041d4,55
2016-10-31,82de9a417a441a18588dbae95f03f7a4,4
2016-10-31,33fd192d5fc49b289406656f60c55232,2
2016-10-31,e2a1e9271f5fe13a563a4e56e17e7c03,66
2016-10-31,a3d994d1056574dfd888a86cd0d4c8ff,2
2016-10-31,d865c8498156c1b575948fd18f20b982,1
2016-10-31,5c01527d563dde38cd8ddbbf8952a172,38
2016-10-31,60be847bb60208aa44093489e4a53b4d,3
2016-10-31,72096b8404ce93226a43317205a0c111,5
2016-10-31,8cf544eba233513e4d6a7cf6854c9974,38
2016-10-31,f68ec39440813581a0717f334761681f,1
2016-10-31,f4e951d6d24127c153743e9c1d9f3312,156
2016-10-31,5cc580c2b5d7efcf3ecfd78f65d26b94,3
2016-10-31,91ee0423a4fb8213dd42f865288f37cc,111
2016-10-31,ed050c8da58914d3e879c0cfe1896d2b,4
2016-10-31,4846970d4c279a121f1f56fc81bdf9a7,16
2016-10-31,71f97060fd87dcdebd6c2c6db0d3a6b7,3
2016-10-31,d8f368a4f5f1f25114da679adddc4ada,7
2016-10-31,926907a4dcaed82801b01a20e89993ce,35
2016-10-31,ac31e6bd5f36967e33ebcf0f56ca5230,10
2016-10-31,cb26f64d92d271f260e7ff3fc7676897,29
2016-10-31,dec58168c0eca9167950a830130aefbf,13
2016-10-31,a5a657a45172fb99b8c5c089f2cb4d9d,22
2016-10-31,c5352e0138d2e97705c55e26adc30875,1
2016-10-31,6cf9e21e5fc18833b1e830754d0d86e0,17
2016-10-31,d822d118be3b73b9e4139024c3c19d53,32
2016-10-31,22a25a7c0e1c1bceba707cba088e018b,13
2016-10-31,44a497d5e5e2140511ba1e7849a02a5b,11
2016-10-31,018e821c7338b65a5d6171755def899c,36
2016-10-31,484597ba8667bb732bfc6aee25e8e42a,11
2016-10-31,a7be9bc1255a992384ecef66e840cfe6,9
2016-10-31,2b3db5955419ed607494ce3d2cee2738,3
2016-10-31,9b3eabc38c8ff66caad627c3dde748e6,4
2016-10-31,94e65c6a699bb986a623f10297c5113c,20
2016-10-31,e99aa627992d1967a6d960d380a251df,15
2016-10-31,8e5104fe5772b0764175e2df465b911a,51
2016-10-31,9bd532092e5140c94d2784c260a98226,27
2016-10-31,a3be07928d9679de64865ca4a3fda35b,43
2016-10-31,2666acd98519be427848a4bdb1c3bc68,4
2016-10-31,db548fb134c7fe604ae3f38ee02abb42,2
2016-10-31,be3a1db475d6775be31bb3ae61171beb,12
2016-10-31,08f3530ba2a72c24063460d7a55c7a58,9
2016-10-31,0ca184ed767f8a2ce9057af3301de94e,111
2016-10-31,c26c43781798fbf42a9656144ff6d50b,15
2016-10-31,c0d12b20587e780a4a3842851ba5c928,1
2016-10-31,170ccf60f84742048155aa5c544f5507,1
2016-10-31,7fbf47d7757f95a8f328a6cfc656510f,5
2016-10-31,0b4b1c27d6a14e69a335f270853d8eaa,3
2016-10-31,fec319819d724da0557ec4a162feae66,1
2016-10-31,01d4accc4a2fd248e3e740c426507bd2,7
2016-10-31,9275482e59655291028ac788414b7f2b,3
2016-10-31,6ea9d008b4fa38209514b5e81a10a1aa,10
2016-10-31,9eb318bd0a24ec1bedf51721a4619fb6,6
2016-10-31,79793a00b235c309b0feec61f25fcb49,8
2016-10-31,8001ea9851db242a4a39c2840ce9901f,41
2016-10-31,cfe71b36d4174b0ffbd5f635ef8abd8e,14
2016-10-31,fe38cc044cc056733201b05a3e7923d7,1
2016-10-31,306e228cfdc4c7fffcd5ea918d91bc5b,4
2016-10-31,5e779cc15de3fdce8204af4bf3cf485c,16
2016-10-31,c254bc92de7ebb5b05f15d2716c54e17,119
2016-10-31,831964b4e4c91c5aa4e0357ccbd41c70,48
2016-10-31,ebe91f689b664a2ceeb20c3eb80df8ac,15
2016-10-31,3b80e5d29663791448ad7b44b41f5c7b,50
2016-10-31,beb81949703965acd2a5f3684f2c7c28,26
2016-10-31,3361f2c472dc57b40b9d93139b6a44ff,13
2016-10-31,3e926b3c2a4497f518783c3289f565e1,8
2016-10-31,c3e6f44e09cb639ff707da69a6ee5127,34
2016-10-31,ed141172710f3b4dda2b4c52d35e2acc,4
2016-10-31,668837c781b00350960b51ebf1844e62,13
2016-10-31,ae80061bec38e449d3653bf866a72ead,11
2016-10-31,b5944d8bc7ccfa68961582d3167c191e,104
2016-10-31,2f3cfa5e0597dfacc38c8d5a12b756f0,3
2016-10-31,1db339ce65b14ce6193d8807c7860fed,7
2016-10-31,bb70c06777a6553ceba5b5f531d8fe76,5
2016-10-31,50af9e703f53b58f0b8ea72378d640f2,5
2016-10-31,5602801145a44963e66c79e16b192b23,22
2016-10-31,da7fd4c654e656f598c68b1eca3681a7,18
2016-10-31,a503d6de163c27c62887b69591161aef,3
2016-10-31,3d8ef2d2102d2e0cd4d94b94fab9e031,23
